motorID,veh_value,MotorType,PolicyStart,PolicyEnd,exposure,clm,numclaims,claimcst0,v_body,v_age,LastClaimDate
4774,1.46,Single,13/05/2019,13/05/2020,0.900752909,0,0,0,HBACK,1,
3877,1.05,Single,23/06/2019,23/06/2020,0.202600958,0,0,0,HBACK,2,
1351,1.61,Single,22/12/2019,22/12/2020,0.065708419,0,0,0,SEDAN,1,
9891,0.43,Single,07/02/2019,07/02/2020,0.845995893,0,0,0,COUPE,4,
6352,4.19,Single,05/10/2019,05/10/2020,0.65982204,0,0,0,STNWG,2,
8379,1.43,Single,27/12/2019,27/12/2020,0.019164956,0,0,0,HDTOP,3,
5416,1.46,Single,13/05/2019,13/05/2020,0.065708419,0,0,0,HBACK,1,
3826,0.9,Single,15/02/2019,15/02/2020,0.517453799,0,0,0,HBACK,3,
9196,0.68,Single,30/12/2019,30/12/2020,0.435318275,0,0,0,TRUCK,4,
7078,1.58,Single,03/10/2019,03/10/2020,0.216290212,0,0,0,SEDAN,1,
9327,0.8,Single,17/08/2019,17/08/2020,0.219028063,0,0,0,HBACK,3,
2651,1.51,Single,16/09/2019,16/09/2020,0.060232717,0,0,0,HBACK,1,
2549,2.35,Bundle,03/04/2019,03/04/2020,0.845995893,0,0,0,SEDAN,1,
9785,2.11,Single,22/09/2019,22/09/2020,0.062970568,0,0,0,HBACK,1,
3708,1.97,Single,30/01/2019,30/01/2020,0.065708419,0,0,0,STNWG,3,
5763,1.03,Bundle,11/11/2019,11/11/2020,0.303901437,0,0,0,HBACK,3,
2020,0.94,Single,11/11/2019,11/11/2020,0.019164956,0,0,0,SEDAN,4,
1323,0.41,Single,08/02/2019,08/02/2020,0.980150582,0,0,0,HBACK,4,
4889,1.26,Single,03/05/2019,03/05/2020,0.303901437,0,0,0,HBACK,2,
5757,1.48,Single,24/07/2019,24/07/2020,0.336755647,0,0,0,UTE,3,
3239,3.29,Single,13/01/2019,13/01/2020,0.837782341,0,0,0,STNWG,1,
8128,1.34,Single,11/04/2019,11/04/2020,0.24366872,0,0,0,SEDAN,3,
8995,1.6,Single,15/11/2019,15/11/2020,0.065708419,0,0,0,TRUCK,4,
1943,0.73,Single,21/11/2019,21/11/2020,0.331279945,1,1,200,HBACK,3,13/08/2020
2429,1.96,Single,02/11/2019,02/11/2020,0.27926078,0,0,0,STNWG,3,
8635,1.08,Single,25/07/2019,25/07/2020,0.900752909,0,0,0,SEDAN,3,
7203,4.53,Single,14/06/2019,14/06/2020,0.900752909,0,0,0,STNWG,2,
1932,3.89,Single,01/11/2019,01/11/2020,0.032854209,0,0,0,STNWG,1,
3320,1.11,Single,04/02/2019,04/02/2020,0.900752909,1,1,507.8399992,HBACK,3,29/12/2019
6987,0.78,Single,28/09/2019,28/09/2020,0.900752909,0,0,0,HBACK,4,
6620,3.93,Single,12/06/2019,12/06/2020,0.136892539,0,0,0,STNWG,2,
2137,2.22,Single,26/01/2019,26/01/2020,0.900752909,1,1,367.7299995,SEDAN,1,06/03/2019
9431,4.82,Single,13/11/2019,13/11/2020,0.098562628,0,0,0,STNWG,2,
1595,3.72,Single,04/07/2019,04/07/2020,0.900752909,0,0,0,STNWG,1,
6199,0.41,Single,24/07/2019,24/07/2020,0.900752909,0,0,0,STNWG,4,
4647,0.52,Single,19/05/2019,19/05/2020,0.038329911,0,0,0,HBACK,4,
8624,0.66,Single,29/06/2019,29/06/2020,0.900752909,0,0,0,HBACK,4,
5828,0.89,Single,26/12/2019,26/12/2020,0.219028063,0,0,0,SEDAN,3,
9187,1.43,Single,09/09/2019,09/09/2020,0.219028063,0,0,0,SEDAN,2,
4862,0.38,Single,13/06/2019,13/06/2020,0.900752909,0,0,0,SEDAN,4,
6232,1.25,Single,04/09/2019,04/09/2020,0.900752909,0,0,0,HBACK,3,
6725,3.58,Single,01/11/2019,01/11/2020,0.900752909,0,0,0,STNWG,2,
2825,4.84,Single,24/10/2019,24/10/2020,0.002737851,0,0,0,STNWG,1,
4779,1.8,Single,06/05/2019,06/05/2020,0.900752909,0,0,0,STNWG,3,
4877,1.57,Single,12/12/2019,12/12/2020,0.900752909,0,0,0,SEDAN,2,
7237,3.94,Single,16/11/2019,16/11/2020,0.583162218,1,1,480,STNWG,2,04/03/2020
5970,2.48,Single,20/01/2019,20/01/2020,0.845995893,0,0,0,STNWG,3,
7231,1.74,Single,13/04/2019,13/04/2020,0.219028063,0,0,0,SEDAN,2,
9034,0.95,Single,01/12/2019,01/12/2020,0.845995893,0,0,0,SEDAN,4,
8606,1,Single,03/08/2019,03/08/2020,0.303901437,0,0,0,HBACK,3,
9588,0.89,Bundle,16/03/2019,16/03/2020,0.24366872,0,0,0,HBACK,3,
3868,2.11,Single,10/12/2019,10/12/2020,0.002737851,0,0,0,HBACK,1,
3956,1.41,Single,10/07/2019,10/07/2020,0.20807666,0,0,0,HBACK,1,
1177,2.7,Single,06/10/2019,06/10/2020,0.219028063,0,0,0,SEDAN,1,
1984,0.72,Single,04/08/2019,04/08/2020,0.780287474,0,0,0,SEDAN,4,
2876,2.74,Single,12/10/2019,12/10/2020,0.219028063,0,0,0,STNWG,1,
8620,2.12,Single,19/11/2019,19/11/2020,0.845995893,1,1,3682.25,STNWG,3,21/10/2020
9587,1.38,Single,19/04/2019,19/04/2020,0.219028063,0,0,0,HBACK,3,
9813,3.03,Single,24/08/2019,24/08/2020,0.919917865,0,0,0,SEDAN,2,
6122,1.33,Single,02/04/2019,02/04/2020,0.780287474,0,0,0,HBACK,2,
9059,2.39,Bundle,14/06/2019,14/06/2020,0.219028063,0,0,0,SEDAN,1,
4349,2.76,Single,22/08/2019,22/08/2020,0.6954141,1,1,4460.769989,STNWG,2,04/11/2019
2887,0.83,Single,31/01/2019,31/01/2020,0.845995893,0,0,0,SEDAN,3,
5018,1.35,Single,18/06/2019,18/06/2020,0.219028063,0,0,0,HBACK,1,
5428,1.11,Single,27/02/2019,27/02/2020,0.219028063,0,0,0,HBACK,3,
1955,0.98,Single,04/10/2019,04/10/2020,0.845995893,0,0,0,SEDAN,3,
9690,1.2,Single,11/03/2019,11/03/2020,0.205338809,0,0,0,HBACK,1,
1951,1.38,Single,07/02/2019,07/02/2020,0.635181383,0,0,0,HBACK,2,
2194,1.89,Single,07/12/2019,07/12/2020,0.845995893,0,0,0,STNWG,2,
9903,0.92,Single,29/07/2019,29/07/2020,0.845995893,1,1,200,HBACK,3,25/09/2019
2202,0.68,Single,30/09/2019,30/09/2020,0.845995893,0,0,0,HBACK,4,
6571,0.97,Bundle,27/12/2019,27/12/2020,0.219028063,0,0,0,SEDAN,3,
7649,1.43,Single,13/01/2019,13/01/2020,0.219028063,0,0,0,HBACK,2,
9164,1.5,Single,08/05/2019,08/05/2020,0.41889117,0,0,0,SEDAN,3,
7273,3.66,Single,26/11/2019,26/11/2020,0.281998631,1,1,518.1799994,STNWG,3,08/03/2020
8364,0.76,Single,05/04/2019,05/04/2020,0.219028063,0,0,0,HBACK,3,
9090,0.91,Single,17/09/2019,17/09/2020,0.210814511,1,1,286.3799992,STNWG,3,06/12/2019
9249,1.82,Single,13/11/2019,13/11/2020,0.128678987,0,0,0,SEDAN,2,
1823,1.85,Single,28/05/2019,28/05/2020,0.917180014,0,0,0,HBACK,2,
6403,2.72,Single,15/06/2019,15/06/2020,0.24366872,0,0,0,STNWG,1,
4791,2.94,Single,27/08/2019,27/08/2020,0.635181383,0,0,0,STNWG,2,
9063,4.29,Single,02/02/2019,02/02/2020,0.216290212,0,0,0,STNWG,1,
7913,0.96,Single,03/07/2019,03/07/2020,0.635181383,0,0,0,SEDAN,4,
7668,0.27,Single,24/10/2019,24/10/2020,0.843258042,0,0,0,HBACK,4,
5347,1.99,Single,21/09/2019,21/09/2020,0.101300479,0,0,0,HBACK,2,
1043,1.18,Single,03/06/2019,03/06/2020,0.898015058,1,1,200,SEDAN,3,08/01/2020
3867,1.8,Single,27/02/2019,27/02/2020,0.635181383,0,0,0,SEDAN,2,
6108,1.6,Single,27/09/2019,27/09/2020,0.366872006,0,0,0,MIBUS,4,
7363,2.28,Single,03/09/2019,03/09/2020,0.156057495,0,0,0,SEDAN,2,
2152,2.58,Single,20/10/2019,20/10/2020,0.065708419,0,0,0,STNWG,3,
3924,1.11,Single,19/06/2019,19/06/2020,0.919917865,0,0,0,HDTOP,4,
9787,2.48,Single,11/05/2019,11/05/2020,0.454483231,0,0,0,SEDAN,1,
9768,0.66,Single,12/03/2019,12/03/2020,0.635181383,0,0,0,SEDAN,4,
9590,1.7,Single,30/01/2019,30/01/2020,0.079397673,0,0,0,SEDAN,3,
3658,0.73,Single,28/11/2019,28/11/2020,0.501026694,0,0,0,SEDAN,4,
8482,1.44,Single,17/01/2019,17/01/2020,0.219028063,0,0,0,HBACK,4,
8851,0.7,Bundle,07/01/2019,07/01/2020,0.334017796,0,0,0,SEDAN,4,
1421,0.48,Bundle,10/03/2019,10/03/2020,0.405201917,0,0,0,STNWG,4,
6729,1.3,Single,01/05/2019,01/05/2020,0.843258042,0,0,0,HBACK,1,
7963,1.57,Single,23/09/2019,23/09/2020,0.898015058,0,0,0,SEDAN,2,
4519,5.51,Single,31/03/2019,31/03/2020,0.919917865,0,0,0,STNWG,2,
6643,1.44,Single,04/08/2019,04/08/2020,0.509240246,0,0,0,HBACK,1,
9171,1.23,Single,29/08/2019,29/08/2020,0.539356605,0,0,0,STNWG,3,
6784,1.47,Single,15/05/2019,15/05/2020,0.898015058,0,0,0,SEDAN,3,
7944,0.65,Single,13/02/2019,13/02/2020,0.635181383,1,1,200,SEDAN,4,09/04/2019
1128,2.76,Single,04/01/2019,04/01/2020,0.588637919,1,1,200,STNWG,1,09/09/2019
3356,1.5,Bundle,19/02/2019,19/02/2020,0.594113621,0,0,0,STNWG,4,
2210,6.05,Single,02/12/2019,02/12/2020,0.062970568,0,0,0,STNWG,1,
4753,1.13,Single,30/01/2019,30/01/2020,0.336755647,0,0,0,SEDAN,3,
3634,0.7,Single,14/08/2019,14/08/2020,0.20807666,0,0,0,STNWG,4,
2207,0.89,Single,02/01/2019,02/01/2020,0.062970568,0,0,0,HDTOP,4,
4368,2.099,Single,13/04/2019,13/04/2020,0.098562628,0,0,0,TRUCK,1,
4135,1.02,Single,07/08/2019,07/08/2020,0.509240246,0,0,0,SEDAN,4,
2720,1.85,Single,26/06/2019,26/06/2020,0.898015058,0,0,0,HBACK,2,
8204,1.03,Single,22/04/2019,22/04/2020,0.635181383,0,0,0,HBACK,2,
7912,1.31,Single,25/11/2019,25/11/2020,0.898015058,0,0,0,HBACK,1,
1934,1.71,Single,10/12/2019,10/12/2020,0.616016427,0,0,0,SEDAN,2,
1747,1.13,Single,10/12/2019,10/12/2020,0.336755647,0,0,0,STNWG,4,
7100,2.55,Single,22/04/2019,22/04/2020,0.301163587,0,0,0,STNWG,2,
9256,1.73,Single,13/06/2019,13/06/2020,0.016427105,0,0,0,STNWG,3,
2499,1.83,Single,26/05/2019,26/05/2020,0.999315537,0,0,0,STNWG,4,
4011,2.67,Single,08/10/2019,08/10/2020,0.999315537,0,0,0,STNWG,2,
7512,1.12,Single,23/10/2019,23/10/2020,0.605065024,0,0,0,SEDAN,3,
2121,1.48,Single,28/09/2019,28/09/2020,0.509240246,0,0,0,HBACK,1,
4855,1.75,Single,04/04/2019,04/04/2020,0.364134155,0,0,0,UTE,2,
6986,1.84,Bundle,20/11/2019,20/11/2020,0.887063655,0,0,0,HBACK,1,
5669,1.23,Single,03/06/2019,03/06/2020,0.062970568,0,0,0,HBACK,1,
9219,1.56,Single,08/04/2019,08/04/2020,0.684462697,0,0,0,SEDAN,2,
7345,1.39,Single,19/11/2019,19/11/2020,0.062970568,0,0,0,HBACK,1,
7847,2.44,Single,08/01/2019,08/01/2020,0.898015058,0,0,0,SEDAN,1,
8463,1.75,Single,15/12/2019,15/12/2020,0.254620123,0,0,0,STNWG,2,
9437,1.03,Bundle,02/06/2019,02/06/2020,0.895277207,1,1,200,HBACK,4,08/06/2019
8783,1.8,Single,28/08/2019,28/08/2020,0.635181383,0,0,0,SEDAN,2,
7235,1.66,Single,18/11/2019,18/11/2020,0.016427105,0,0,0,STNWG,4,
8782,1.51,Single,17/03/2019,17/03/2020,0.101300479,0,0,0,SEDAN,3,
5947,1.5,Single,24/12/2019,24/12/2020,0.016427105,0,0,0,HBACK,2,
6671,1.51,Single,01/07/2019,01/07/2020,0.334017796,0,0,0,SEDAN,3,
1125,4.03,Single,31/03/2019,31/03/2020,0.002737851,0,0,0,STNWG,2,
3206,1.84,Single,28/02/2019,28/02/2020,0.818617385,0,0,0,HBACK,2,
6818,0.55,Single,14/03/2019,14/03/2020,0.062970568,0,0,0,SEDAN,4,
6386,1.61,Single,12/08/2019,12/08/2020,0.060232717,0,0,0,SEDAN,1,
1026,1.13,Single,22/12/2019,22/12/2020,0.334017796,0,0,0,HBACK,2,
2867,6.21,Single,17/06/2019,17/06/2020,0.049281314,0,0,0,SEDAN,1,
1101,2.43,Single,10/10/2019,10/10/2020,0.062970568,0,0,0,COUPE,2,
8005,3.75,Single,18/06/2019,18/06/2020,0.062970568,0,0,0,TRUCK,1,
5069,1.73,Single,06/12/2019,06/12/2020,0.216290212,0,0,0,SEDAN,2,
8230,2.21,Single,12/06/2019,12/06/2020,0.062970568,0,0,0,STNWG,2,
5691,0.67,Single,23/02/2019,23/02/2020,0.062970568,0,0,0,SEDAN,4,
3333,0.95,Single,22/05/2019,22/05/2020,0.613278576,0,0,0,HBACK,3,
5413,1.04,Single,10/11/2019,10/11/2020,0.386036961,0,0,0,STNWG,4,
6460,5.236,Single,02/07/2019,02/07/2020,0.887063655,0,0,0,STNWG,1,
2583,0.79,Single,23/04/2019,23/04/2020,0.298425736,0,0,0,SEDAN,4,
7700,1.33,Single,17/05/2019,17/05/2020,0.240930869,0,0,0,SEDAN,3,
7389,0.79,Single,12/10/2019,12/10/2020,0.613278576,0,0,0,HBACK,3,
2243,1.29,Single,13/04/2019,13/04/2020,0.388774812,0,0,0,STNWG,4,
4634,0.39,Single,05/02/2019,05/02/2020,0.216290212,0,0,0,HBACK,4,
5694,1.48,Single,19/04/2019,19/04/2020,0.216290212,0,0,0,HBACK,1,
6751,1.04,Single,15/09/2019,15/09/2020,0.388774812,0,0,0,STNWG,4,
4122,0.7,Single,03/05/2019,03/05/2020,0.610540726,0,0,0,SEDAN,4,
7588,0.62,Single,10/02/2019,10/02/2020,0.610540726,0,0,0,STNWG,4,
6017,0.51,Single,26/02/2019,26/02/2020,0.610540726,0,0,0,SEDAN,4,
1347,2.01,Single,04/12/2019,04/12/2020,0.610540726,0,0,0,SEDAN,2,
1777,1.76,Single,03/11/2019,03/11/2020,0.216290212,0,0,0,HBACK,1,
7661,0.83,Single,25/11/2019,25/11/2020,0.613278576,0,0,0,HBACK,3,
9656,2.14,Single,27/01/2019,27/01/2020,0.610540726,0,0,0,UTE,3,
5832,1.38,Single,05/01/2019,05/01/2020,0.386036961,0,0,0,SEDAN,3,
3018,2.1,Single,28/05/2019,28/05/2020,0.613278576,0,0,0,STNWG,3,
8591,3.18,Single,10/09/2019,10/09/2020,0.610540726,0,0,0,STNWG,2,
4308,2.14,Single,22/06/2019,22/06/2020,0.355920602,0,0,0,SEDAN,2,
2018,0.68,Bundle,23/09/2019,23/09/2020,0.613278576,0,0,0,HBACK,4,
1593,2.29,Single,21/06/2019,21/06/2020,0.216290212,0,0,0,SEDAN,1,
2278,2.07,Single,12/05/2019,12/05/2020,0.577686516,0,0,0,SEDAN,2,
5292,0.82,Single,12/10/2019,12/10/2020,0.632443532,0,0,0,HBACK,4,
3004,1.06,Single,17/04/2019,17/04/2020,0.388774812,0,0,0,HBACK,3,
6415,5.41,Single,24/06/2019,24/06/2020,0.610540726,0,0,0,COUPE,1,
2404,1.22,Single,13/05/2019,13/05/2020,0.610540726,0,0,0,SEDAN,3,
6552,1.12,Single,06/09/2019,06/09/2020,0.388774812,0,0,0,UTE,3,
8414,1.64,Single,18/04/2019,18/04/2020,0.613278576,0,0,0,SEDAN,3,
6479,1.74,Single,17/03/2019,17/03/2020,0.298425736,0,0,0,SEDAN,2,
4128,2.3,Single,16/02/2019,16/02/2020,0.002737851,0,0,0,STNWG,3,
9465,1.93,Single,21/09/2019,21/09/2020,0.684462697,0,0,0,SEDAN,2,
6183,1.19,Single,07/03/2019,07/03/2020,0.386036961,0,0,0,SEDAN,4,
5240,1.01,Bundle,17/05/2019,17/05/2020,0.372347707,0,0,0,SEDAN,3,
3946,0.38,Single,02/10/2019,02/10/2020,0.572210815,0,0,0,HBACK,4,
8315,2.61,Single,06/01/2019,06/01/2020,0.386036961,1,1,200,STNWG,2,17/02/2019
3503,1.25,Single,25/07/2019,25/07/2020,0.613278576,0,0,0,STNWG,3,
2944,0.54,Single,31/05/2019,31/05/2020,0.213552361,0,0,0,SEDAN,4,
7685,1.93,Single,04/02/2019,04/02/2020,0.845995893,0,0,0,STNWG,4,
7549,1.5,Single,27/04/2019,27/04/2020,0.572210815,0,0,0,HBACK,1,
7976,6.16,Single,03/03/2019,03/03/2020,0.213552361,0,0,0,STNWG,1,
8348,2.999,Single,02/02/2019,02/02/2020,0.506502396,0,0,0,STNWG,1,
9638,1.97,Single,28/03/2019,28/03/2020,0.268309377,1,1,200,SEDAN,2,05/11/2019
1621,2.95,Single,31/10/2019,31/10/2020,0.914442163,0,0,0,STNWG,3,
4812,1.47,Single,08/04/2019,08/04/2020,0.298425736,0,0,0,SEDAN,2,
4650,1.56,Single,23/07/2019,23/07/2020,0.301163587,0,0,0,HBACK,2,
5620,0.7,Single,28/10/2019,28/10/2020,0.292950034,0,0,0,SEDAN,4,
8426,1.4,Single,13/10/2019,13/10/2020,0.917180014,1,1,200,SEDAN,3,17/10/2019
7798,5.553,Single,25/12/2019,25/12/2020,0.057494867,0,0,0,STNWG,1,
2653,1.26,Single,15/03/2019,15/03/2020,0.213552361,0,0,0,HBACK,1,
2081,2.29,Single,10/09/2019,10/09/2020,0.509240246,0,0,0,SEDAN,1,
8553,0.34,Single,13/02/2019,13/02/2020,0.301163587,0,0,0,HBACK,4,
8573,1.98,Single,21/02/2019,21/02/2020,0.216290212,0,0,0,SEDAN,2,
9313,2.75,Single,25/07/2019,25/07/2020,0.509240246,0,0,0,STNWG,1,
7570,2.31,Single,26/04/2019,26/04/2020,0.355920602,0,0,0,HBACK,1,
3200,2.29,Single,10/10/2019,10/10/2020,0.082135524,0,0,0,HBACK,2,
2106,0.71,Single,17/12/2019,17/12/2020,0.506502396,0,0,0,SEDAN,4,
9877,1.78,Single,13/07/2019,13/07/2020,0.59137577,0,0,0,STNWG,3,
4989,5.47,Single,04/12/2019,04/12/2020,0.509240246,0,0,0,STNWG,1,
8092,1.15,Bundle,16/11/2019,16/11/2020,0.509240246,0,0,0,HBACK,2,
1650,0.34,Single,31/03/2019,31/03/2020,0.216290212,1,1,640.727272,HBACK,4,15/05/2019
3628,1.33,Bundle,17/10/2019,17/10/2020,0.509240246,0,0,0,STNWG,4,
7997,1.42,Single,03/11/2019,03/11/2020,0.509240246,0,0,0,HBACK,1,
2739,2.17,Single,24/08/2019,24/08/2020,0.837782341,0,0,0,HDTOP,3,
5661,0.67,Single,11/01/2019,11/01/2020,0.216290212,0,0,0,COUPE,4,
6367,1.23,Single,20/05/2019,20/05/2020,0.216290212,0,0,0,HBACK,2,
2761,0.81,Single,17/11/2019,17/11/2020,0.235455168,0,0,0,HBACK,3,
9582,1.09,Bundle,13/09/2019,13/09/2020,0.013689254,0,0,0,STNWG,3,
5575,4.37,Single,21/05/2019,21/05/2020,0.320328542,0,0,0,STNWG,1,
9790,3.85,Single,27/07/2019,27/07/2020,0.216290212,1,1,1747.439999,STNWG,1,26/10/2019
3988,2.51,Single,14/02/2019,14/02/2020,0.235455168,0,0,0,STNWG,2,
8270,1.9,Single,14/10/2019,14/10/2020,0.506502396,0,0,0,SEDAN,1,
1253,1.23,Single,13/05/2019,13/05/2020,0.375085558,0,0,0,HBACK,2,
2960,2.7,Single,28/07/2019,28/07/2020,0.895277207,0,0,0,STNWG,3,
3998,1.12,Single,15/10/2019,15/10/2020,0.301163587,0,0,0,SEDAN,3,
1684,1.62,Single,24/10/2019,24/10/2020,0.235455168,0,0,0,SEDAN,2,
3588,1.48,Single,13/07/2019,13/07/2020,0.344969199,0,0,0,SEDAN,2,
9592,0.9,Bundle,27/03/2019,27/03/2020,0.043805613,0,0,0,HBACK,3,
9821,0.85,Single,07/07/2019,07/07/2020,0.917180014,0,0,0,HBACK,3,
5981,0.93,Single,28/06/2019,28/06/2020,0.506502396,0,0,0,HBACK,3,
9119,3.499,Single,05/03/2019,05/03/2020,0.213552361,0,0,0,SEDAN,1,
7940,1.86,Single,15/07/2019,15/07/2020,0.607802875,0,0,0,HBACK,3,
2292,1.38,Single,28/07/2019,28/07/2020,0.216290212,0,0,0,STNWG,4,
8467,1.52,Single,12/05/2019,12/05/2020,0.213552361,0,0,0,SEDAN,3,
8633,1.47,Single,02/09/2019,02/09/2020,0.607802875,0,0,0,SEDAN,2,
6816,2.04,Single,16/04/2019,16/04/2020,0.607802875,0,0,0,HBACK,3,
4614,3.55,Single,28/08/2019,28/08/2020,0.607802875,0,0,0,STNWG,2,
7577,3.395,Single,23/11/2019,23/11/2020,0.156057495,0,0,0,STNWG,1,
6153,0.41,Single,17/11/2019,17/11/2020,0.607802875,0,0,0,SEDAN,4,
4077,1.6835,Single,27/09/2019,27/09/2020,0.391512663,0,0,0,HBACK,1,
6574,2.47,Single,09/10/2019,09/10/2020,0.240930869,0,0,0,STNWG,3,
3024,0.83,Single,03/04/2019,03/04/2020,0.832306639,0,0,0,HBACK,3,
4570,1.59,Single,21/12/2019,21/12/2020,0.48733744,0,0,0,HBACK,1,
6595,0.92,Single,06/06/2019,06/06/2020,0.59137577,0,0,0,SEDAN,3,
7496,2.48,Single,15/08/2019,15/08/2020,0.607802875,0,0,0,STNWG,2,
5713,0.71,Single,13/08/2019,13/08/2020,0.607802875,0,0,0,SEDAN,4,
7585,2.12,Bundle,25/11/2019,25/11/2020,0.607802875,1,1,567.1499996,SEDAN,1,31/01/2020
2826,1.12,Single,03/07/2019,03/07/2020,0.295687885,0,0,0,SEDAN,3,
1342,5.236,Single,28/04/2019,28/04/2020,0.999315537,0,0,0,STNWG,1,
1495,1.03,Single,18/08/2019,18/08/2020,0.607802875,0,0,0,HBACK,2,
4895,2.06,Single,08/07/2019,08/07/2020,0.59137577,0,0,0,SEDAN,2,
4731,0.71,Single,07/09/2019,07/09/2020,0.391512663,0,0,0,HBACK,4,
1901,1.5,Bundle,04/06/2019,04/06/2020,0.391512663,0,0,0,STNWG,4,
9752,3.55,Single,26/10/2019,26/10/2020,0.224503765,0,0,0,STNWG,2,
2015,0.98,Single,02/07/2019,02/07/2020,0.257357974,0,0,0,SEDAN,3,
1983,1.29,Single,26/03/2019,26/03/2020,0.607802875,0,0,0,HBACK,2,
2174,1.64,Single,10/11/2019,10/11/2020,0.607802875,0,0,0,HBACK,3,
9017,0.98,Single,11/07/2019,11/07/2020,0.607802875,0,0,0,SEDAN,3,
6088,4.31,Single,11/01/2019,11/01/2020,0.161533196,0,0,0,STNWG,1,
5597,0.76,Single,20/02/2019,20/02/2020,0.090349076,0,0,0,STNWG,4,
3813,1.13,Single,06/01/2019,06/01/2020,0.150581793,0,0,0,STNWG,3,
7107,4.82,Single,30/03/2019,30/03/2020,0.213552361,0,0,0,STNWG,1,
3885,1.33,Single,30/06/2019,30/06/2020,0.235455168,0,0,0,HBACK,2,
4622,3.36,Single,11/01/2019,11/01/2020,0.59137577,0,0,0,STNWG,2,
9959,1.26,Single,23/11/2019,23/11/2020,0.76386037,0,0,0,HBACK,2,
9696,2.59,Single,24/12/2019,24/12/2020,0.837782341,0,0,0,UTE,2,
7672,1.02,Single,14/05/2019,14/05/2020,0.366872006,0,0,0,SEDAN,4,
4648,1.44,Single,20/10/2019,20/10/2020,0.837782341,0,0,0,SEDAN,3,
5978,2.13,Single,28/07/2019,28/07/2020,0.59137577,0,0,0,HBACK,1,
1428,2.29,Single,14/03/2019,14/03/2020,0.358658453,0,0,0,SEDAN,1,
1787,1.33,Single,10/03/2019,10/03/2020,0.082135524,0,0,0,HDTOP,4,
5408,0.9,Single,09/12/2019,09/12/2020,0.59137577,0,0,0,SEDAN,4,
9997,1.24,Single,17/01/2019,17/01/2020,0.443531828,0,0,0,HBACK,3,
3607,0.9,Single,24/10/2019,24/10/2020,0.235455168,0,0,0,HBACK,4,
4745,2.96,Single,08/12/2019,08/12/2020,0.054757016,0,0,0,MIBUS,3,
2904,1.37,Single,22/09/2019,22/09/2020,0.59137577,0,0,0,HBACK,1,
3713,2.33,Single,22/09/2019,22/09/2020,0.59137577,1,1,401.0499997,STNWG,2,02/07/2020
4259,1.99,Single,03/06/2019,03/06/2020,0.407939767,1,1,450.0499997,SEDAN,2,23/01/2020
9527,1.77,Single,20/03/2019,20/03/2020,0.632443532,0,0,0,SEDAN,3,
9283,2.33,Single,21/12/2019,21/12/2020,0.662559891,1,1,200,STNWG,3,29/08/2020
5556,5.236,Single,30/05/2019,30/05/2020,0.213552361,0,0,0,STNWG,1,
7253,1.95,Single,22/11/2019,22/11/2020,0.83504449,0,0,0,HBACK,1,
5392,2.29,Single,13/03/2019,13/03/2020,0.213552361,0,0,0,SEDAN,1,
6954,1.23,Single,22/09/2019,22/09/2020,0.054757016,0,0,0,HBACK,1,
1842,1,Single,07/08/2019,07/08/2020,0.774811773,0,0,0,STNWG,4,
7324,1.9,Single,02/08/2019,02/08/2020,0.83504449,0,0,0,HBACK,1,
4373,1.8,Single,30/10/2019,30/10/2020,0.629705681,0,0,0,SEDAN,2,
6332,2.78,Single,25/10/2019,25/10/2020,0.985626283,0,0,0,SEDAN,2,
8035,3.1,Single,08/03/2019,08/03/2020,0.013689254,0,0,0,STNWG,3,
1339,1.28,Single,16/05/2019,16/05/2020,0.665297741,0,0,0,HBACK,2,
4756,1.7,Single,24/04/2019,24/04/2020,0.013689254,0,0,0,STNWG,3,
2228,4.78,Single,19/07/2019,19/07/2020,0.687200548,0,0,0,STNWG,1,
4574,3.74,Single,13/12/2019,13/12/2020,0.156057495,0,0,0,STNWG,2,
8073,1.96,Single,18/12/2019,18/12/2020,0.837782341,0,0,0,SEDAN,2,
4232,0.93,Single,09/04/2019,09/04/2020,0.837782341,1,1,3744.539993,SEDAN,3,26/11/2019
4982,3.28,Bundle,18/11/2019,18/11/2020,0.060232717,0,0,0,STNWG,1,
6039,1.37,Single,15/05/2019,15/05/2020,0.334017796,0,0,0,SEDAN,3,
4394,2.35,Single,12/07/2019,12/07/2020,0.298425736,0,0,0,SEDAN,2,
1141,1.71,Single,12/08/2019,12/08/2020,0.057494867,0,0,0,TRUCK,1,
6822,0.74,Single,06/11/2019,06/11/2020,0.76386037,0,0,0,SEDAN,4,
2138,1.37,Single,07/04/2019,07/04/2020,0.298425736,0,0,0,SEDAN,3,
4853,0.55,Single,03/11/2019,03/11/2020,0.093086927,0,0,0,SEDAN,4,
8536,0.92,Single,29/09/2019,29/09/2020,0.837782341,1,1,372.27,HBACK,3,03/09/2020
3682,1.3,Single,28/11/2019,28/11/2020,0.060232717,0,0,0,SEDAN,2,
7269,1.55,Single,24/04/2019,24/04/2020,0.334017796,0,0,0,SEDAN,1,
3997,2.18,Single,21/01/2019,21/01/2020,0.429842574,0,0,0,SEDAN,1,
3543,3.18,Single,29/10/2019,29/10/2020,0.837782341,0,0,0,STNWG,2,
1808,1.36,Single,09/06/2019,09/06/2020,0.837782341,0,0,0,HBACK,3,
6740,1.23,Single,25/07/2019,25/07/2020,0.818617385,0,0,0,HBACK,2,
8740,0.37,Single,23/11/2019,23/11/2020,0.914442163,0,0,0,SEDAN,4,
